search_term,title,abstract,pmid
"""lichen"" AND ""gene""",[Detection of molecular affecting sensitivity to local glucocorticoid therapy in oral lichen planus through transcriptome sequencing].,"To detect key genes of local glucocorticoid therapy in oral lichen planus (OLP) through transcriptome sequencing. The study prospectively enrolled 28 symptomatic patients who visitied Department of Oral Mucosa, Peking University Hospital of Stomatology from November 2019 to March 2023. Topical inunction of 0.1 g/L of dexamethasone was applied for 1 min, 3 times daily for 4 weeks. The patients' signs and pain symptoms were recorded and they were classified as effective group and ineffective group according to the treatment outcome. Their mucosa samples were collected before treatment. After isolating total RNA, transcriptome sequencing was performed. The gene expression data obtained by sequencing were analyzed differently using the DESeq2 package in R software, and the Kyoto encyclopedia of genes and genomes (KEGG) pathway enrichment analysis was performed on the basis of the hypergeometric distribution algorithm to describe the biological function of differentially expressed genes (DEGs), accordingly detecting sensitivity related molecular affecting therapeutic effect of dexamethasone. After 4 weeks treatment by topical dexamethasone, 13 cases of the 28 OLP patients responding well with the sign score reducing from 7.0 (4.5, 9.0) to 5.0 (3.0, 6.3), pain score decreasing from 5.0 (2.0, 5.5) to 2.0 (0.0, 3.5), oral health impact profile lessening from 5.0 (3.5, 9.0) to 1.0 (0.0, 5.0) significantly (<i>P</i><0.01) were classified as effective group and 15 cases with poor response to the drug were sorted as ineffective group. There were no significant differences of demographic and baseline levels of clinical features, especially disease severity between these two groups. A total of 499 DEGs including 274 upregulated and 225 downregulated genes were identified between effective group and ineffective group. KEGG enrichment analysis showed that upregulated genes in effective group compared with ineffective group including <i>CLDN8</i>, <i>CTNNA3</i>, <i>MYL2</i> and <i>MYLPF</i> were associated with leukocyte transendothelial migration, while downregulated genes were significantly enriched in tumor necrosis factor (TNF), interleukin-17 (IL-17), nuclear factor kappa B (NF-B) signaling pathways, and cortisol synthesis and secretory. High expressions of <i>CLDN8</i>, <i>CTNNA3</i>, <i>MYL2</i> and <i>MYLPF</i> genes in patients with oral lichen planus have a good clinical response to topical dexamethasone, while patients with high expression genes of inflammation pathway such as TNF, IL-17, NF-B and cortisol synthesis and secretion received poor effect.",38318893
"""lichen"" AND ""gene""",Evaluation of the association between TNF--1031 T/C polymorphism with oral lichen planus disease.,"Oral lichen planus (OLP) is a T-cell-mediated autoimmune disease that affects the epithelial cells of the oral cavity. This study was performed to investigate any possible relationship between -1031(T/C) polymorphism(rs1799964) of the tumor necrosis factor  (TNF-) gene with the risk and severity of oral lichen planus (OLP) disease among an Iranian population. Saliva samples were collected from 100 patients with OLP and a similar number of healthy controls (age and sex-matched). Then, DNA was extracted from the collected samples for genotyping TNF--1031 T/C polymorphism using the PCR-CTPP method. The results were assessed using SPSS software. The findings revealed a significantly higher prevalence of the C allele in OLP patients (53%) compared to healthy controls (36%), suggesting an association between TNF-alpha gene polymorphism and OLP. A multivariate logistic regression analysis supported this finding, as the presence of the C allele was significantly associated with an increased risk of OLP [2=4.17, p=0.04, 95% CI=1.01-2.65, OR=1.64]. However, our data indicated no significant association between TNF-alpha-1031 T/C gene polymorphism and OLP severity. These findings provide the first evidence supporting a possible role of TNF--1031 T/C gene polymorphism in OLP susceptibility in the Iranian population. The findings of this study demonstrate a positive association between TNF--1031C/T allele distribution and the risk of OLP disease in the Iranian population. Therefore, carrying the C allele may increase the susceptibility to OLP disease.",38317095
"""lichen"" AND ""gene""",Unveiling the Potential of Serum MiR-483-5p: A Promising Diagnostic and Prognostic Biomarker in OLP and OSCC Patients by <i>In silico</i> Analysis of Differential Gene Expression.,"Oral squamous cell carcinoma (OSCC) and oral lichen planus (OLP) are two separate conditions affecting the mouth and result in varying clinical outcomes and levels of malignancy. Achieving early diagnosis and effective therapy planning requires the identification of reliable diagnostic biomarkers for these disorders. MicroRNAs (miRNAs) have recently received attention as powerful biomarkers for various illnesses, including cancer. In particular, miR-483-5p is a promising diagnostic and prognostic biomarker in various cancers. Therefore, this study aimed to investigate the role of serum miR-483-5p in the diagnosis and prognosis of OLP and OSCC patients by <i>in silico</i> analysis of differential gene expression. GSE23558 and GSE52130 data sets were selected, and differential gene expression analysis was performed using microarray data from GSE52130 and GSE23558. The analysis focused on comparing OLP and OSCC samples with normal samples. The genes intersected through the differential gene expression analysis were then extracted to determine the overlapping genes among the upregulated or downregulated DEGs. The downregulated genes among the DEGs were subsequently imported into the miRWalk database to search for potential target genes of miRNA 483-5p that lacked validation. To gain insight into the biological pathways associated with the DEGs, we conducted pathway analysis utilizing tools, such as Enrichr. Additionally, the cellular components associated with these DEGs were investigated by analyzing the String database. On the other hand, blood serum samples were collected from 35 OSCC patients, 34 OLP patients, and 34 healthy volunteers. The expression level of miR-483-5p was determined using quantitative reverse transcription polymerase chain reaction (RT-qPCR). The Kruskal-Wallis test was utilized to investigate the considerable correlation. Moreover, this study explored the prognostic value of miR-483-5p through its association with clinicopathological parameters in OSCC patients. The results showed that serum expression of miR-483-5p was considerably higher in OSCC patients compared to OLP patients and healthy controls (p 0.0001) and that this difference was statistically significant. Furthermore, elevated miR-483-5p expression was associated with tumor size, lymph node metastasis, and stage of tumor nodal metastasis in OSCC patients (p 0.001, p 0.038, and p 0.0001, respectively). <i>In silico</i> analysis found 71 upregulated genes at the intersection of upregulated DEGs and 44 downregulated genes at the intersection of downregulated DEGs, offering insight into the potential underlying mechanisms of miR-483-5p's engagement in OSCC and OLP. The majority of these DEGs were found to be involved in autophagy pathways, but DEGs involved in the histidine metabolism pathway showed significant results. Most of these DEGs were located in the extracellular region. After screening for downregulated genes that were invalidated, miRNA 483-5p had 7 target genes. This study demonstrates the potential of serum miR-483-5p as a promising diagnostic and prognostic biomarker in OSCC and OLP patients. Its upregulation in OSCC patients and its association with advanced tumor stage and potential metastasis suggest the involvement of miR-483-5p in critical signaling pathways involved in cell proliferation, apoptosis, and cell cycle regulation, making it a reliable indicator of disease progression. Nevertheless, additional experimental studies are essential to validate these findings and establish a foundation for the advancement of targeted therapies and personalized treatment approaches.",38310566
"""lichen"" AND ""gene""",Diffractaic acid exerts anti-cancer effects on hepatocellular carcinoma HepG2 cells by inducing apoptosis and suppressing migration through targeting thioredoxin reductase 1.,"Hepatocellular carcinoma (HCC) represents one of the most common malignant tumors worldwide. Due to the limited number of available drugs and their side effects, the development of new chemotherapeutic strategies for HCC treatment has become increasingly important. This study is aimed at investigating whether diffractaic acid (DA), one of the secondary metabolites of lichen, exhibits a potential anticancer effect on HepG2 cells and whether its anticancer effect is mediated by inhibition of thioredoxin reductase 1 (TRXR1), which is a target of chemotherapeutic strategies due to overexpression in tumor cells including HCC. XTT assay results showed that DA exhibited strong cytotoxicity on HepG2 cells with an IC<sub>50</sub> value of 78.07g/mL at 48h. Flow cytometric analysis results revealed that DA displayed late apoptotic and necrotic effects on HepG2 cells. Consistent with these findings, real-time PCR results showed that DA did not alter the BAX/BCL2 ratio in HepG2 cells but upregulated the P53 gene. Moreover, the wound healing assay results revealed a strong anti-migratory effect of DA in HepG2 cells. Real-time PCR and Western blot analyses demonstrated that DA increased TRXR1 gene and protein expression levels, whereas enzyme activity studies disclosed that DA inhibited TRXR1. These findings suggest that DA has an anticancer effect on HepG2 cells by targeting the enzymatic inhibition of TRXR1. In conclusion, DA as a TRXR1 inhibitor can be considered an effective chemotherapeutic agent which may be a useful lead compound for the treatment of HCC.",38308689
"""lichen"" AND ""gene""","<i>Spathaspora quercus</i> f.a., sp. nov., a novel yeast isolated from rotting wood and a lichen sample in Kyushu region, Japan.","Four novel d-xylose assimilation yeast strains were isolated from rotting wood and a lichen sample collected in the Kyushu region of Japan. Species identifications were performed by analysing the internal transcribed spacer 5.8S region sequences and the D1/D2 variable domain of the large subunit rRNA gene. Phylogenetic analysis suggested that these isolates are closely related to <i>Spathaspora</i> species isolated in China, such as <i>S. jiuxiensis</i> and <i>S. parajiuxiensis</i>. These isolates also showed sequence similarity to deposited sequences labelled as <i>Schwanniomyces</i>. They did not produce asci and ascospores under any of the test conditions. Based on phylogenetic analysis and phenotypic differences, <i>Spathaspora quercus</i> f.a., sp. nov. is proposed to accommodate these isolates. The holotype of <i>Spathaspora quercus</i> f.a., sp. nov. is NBRC 116146<sup>T</sup> (CBS18366). This species is able to ferment d-xylose, and a d-xylose fermentation test revealed that this species produces a considerable amount of xylitol.",38285485
"""lichen"" AND ""gene""","The genome sequence of the Lichen Button, <i>Acleris literana</i> (Linnaeus, 1758).","We present a genome assembly from an individual male <i>Acleris literana</i> (the Lichen Button; Arthropoda; Insecta; Lepidoptera; Tortricidae). The genome sequence is 674.9 megabases in span. Most of the assembly is scaffolded into 30 chromosomal pseudomolecules, including the Z sex chromosome. The mitochondrial genome has also been assembled and is 16.4 kilobases in length. Gene annotation of this assembly on Ensembl identified 12,577 protein coding genes.",38249958
"""lichen"" AND ""gene""",Two New Species of the Family Acarosporaceae from South Korea.,"<i>Acarosporaceae</i> is a crustose lichen and is known as a species that has more than 50 multi-spores, and has hyaline spores. Those taxa are often found in rock and soil in mountain areas or coastal regions in Korea, and very diverse forms and species are known. However, after an overall genetic phylogenetic analysis of carbonized ascomata in 2015, species consisting only of the morphological base are newly divided, and several species of <i>Acarosporaceae</i> in Korea are also being discovered in this situation. As a result of analysis using internal transcribed spacer (ITS) and nuLSU gene analysis, Korean species belonged to <i>Acarospora</i> and <i>Sarcogyne</i> clade, and <i>Acarospora</i> classified as the <i>Acarospora</i> clade was mixed with the <i>Polysporina</i> group and the <i>Sarcogyne</i> clade is mixed with the <i>Acarospora</i>. We identified two new species (<i>Acarospora beangnokdamensis</i> J. S. Park & S. O. Oh, sp. nov., <i>Sarcogyne jejuensis</i> J. S. Park & S. O. Oh, sp. nov.) through morphological, molecular, and secondary metabolite substance and found one new record (<i>Sarcogyne oceanica</i> K. Knudsen & Kocourk). We have made a classification key for <i>Acarospora</i> and <i>Sarcogyne</i> in Korea and reported all information together here.",38229684
"""lichen"" AND ""gene""",An Antarctic lichen isolate (Cladonia borealis) genome reveals potential adaptation to extreme environments.,"Cladonia borealis is a lichen that inhabits Antarctica's harsh environment. We sequenced the whole genome of a C. borealis culture isolated from a specimen collected in Antarctica using long-read sequencing technology to identify specific genetic elements related to its potential environmental adaptation. The final genome assembly produced 48 scaffolds, the longest being 2.2 Mbp, a 1.6 Mbp N50 contig length, and a 36 Mbp total length. A total of 10,749 protein-coding genes were annotated, containing 33 biosynthetic gene clusters and 102 carbohydrate-active enzymes. A comparative genomics analysis was conducted on six Cladonia species, and the genome of C. borealis exhibited 45 expanded and 50 contracted gene families. We identified that C. borealis has more Copia transposable elements and expanded transporters (ABC transporters and magnesium transporters) compared to other Cladonia species. Our results suggest that these differences contribute to C. borealis' remarkable adaptability in the Antarctic environment. This study also provides a useful resource for the genomic analysis of lichens and genetic insights into the survival of species isolated from Antarctica.",38228797
"""lichen"" AND ""gene""","In vitro and in vivo assessment of antimicrobial, enzymatic, and antifouling properties of self-potent lichen symbiotic bacteria.","This study aimed to comprehensively assess the antimicrobial, antifouling, and antibiofilm-forming potential of lichen symbiotic bacteria against marine fouling bacterial strains. A total of 50 lichen-associated bacteria (LAB) isolates were successfully characterized and evaluated for their effectiveness in mitigating biofouling caused by various marine biofoulers. Through a battery of biological assays encompassing enzymatic, antagonistic, antimicrobial, and antifouling assays, 15 LAB isolates were identified based on their antagonist activities. Notably, the strain LAB4 exhibited remarkable performance across all bioassays, demonstrating its proficiency as an antifouling agent. The production of crude LAB extracts was successfully scaled up using a large-scale fermentor and further optimized. Additionally, a phylogenetic analysis of the isolated strain Bacillus proteolyticus D65's 16S ribosomal RNA gene revealed a high query coverage and percentage identity of 92.62% (accession no. MK883171.1). In conclusion, the lichen bacterial symbiotic isolate B. proteolyticus exhibited significant in vitro and in vivo inhibition of foulants. This study highlights the potential of lichens as a valuable source of yet unexplored bacteria. The bacterial consortium associated with Parmotrema sp. holds promise in combatting biofouling, which poses a substantial threat to the maritime industries and their economic stability.",38185532
"""lichen"" AND ""gene""",Interfering with the AKT/mTOR/STAT3/ID1 signaling axis with usenamine A restrains the proliferative and invasive potential of human hepatocellular carcinoma cells.,"Usenamine A, a novel natural compound initially isolated from the lichen Usnea longissima, has exhibited promising efficacy against hepatoma in prior investigation. Nevertheless, the underlying mechanisms responsible for its antihepatoma effects remain unclear. Furthermore, the role of the AKT/mechanistic target of the rapamycin (mTOR)/signal transducer and activator of transcription 3 (STAT3)/inhibitor of differentiation/DNA binding 1 (ID1) signaling axis in hepatocellular carcinoma (HCC), and the potential anti-HCC effects of drugs targeting this pathway are not well understood. CCK-8 assay was used to investigate the effects of usenamine A on the proliferation of human HCC cells. Moreover, the effects of usenamine A on the invasion ability of human HCC cells were evaluated by transwell assay. In addition, expression profiling analysis, quantitative real-time PCR, immunoblotting, immunohistochemistry (IHC) analysis, RNAi, immunoprecipitation, and chromatin immunoprecipitation (ChIP) assay were used to explore the effects of usenamine A on the newly identified AKT/mTOR/STAT3/ID1 signaling axis in human HCC cells. Usenamine A inhibited the proliferation and invasion of human HCC cell lines (HepG2 and SK-HEP-1). Through the analysis of gene expression profiling, we identified that usenamine A suppressed the expression of ID1 in human HCC cells. Furthermore, immunoprecipitation experiments revealed that usenamine A facilitated the degradation of the ID1 protein via the ubiquitin-proteasome pathway. Moreover, usenamine A inhibited the activity of STAT3 in human HCC cells. ChIP analysis demonstrated that STAT3 positively regulated ID1 expression at the transcriptional level in human HCC cells. The STAT3/ID1 axis played a role in mediating the anti-proliferative and anti-invasive impacts of usenamine A on human HCC cells. Additionally, usenamine A suppressed the STAT3/ID1 axis through AKT/mTOR signaling in human HCC cells. Usenamine A displayed robust anti-HCC potential, partly attributed to its capacity to downregulate the AKT/mTOR/STAT3/ID1 signaling pathway and promote ubiquitin-proteasome-mediated ID1 degradation. Usenamine A has the potential to be developed as a therapeutic agent for HCC cases characterized by abnormal AKT/mTOR/STAT3/ID1 signaling, and targeting the AKT/mTOR/STAT3 signaling pathway may be a viable option for treating patients with HCC exhibiting elevated ID1 expression.",38183094
"""lichen"" AND ""gene""","<i>Actinoplanes pyxinae</i> sp. nov., a new lichen-derived rare actinobacterium exhibiting antimicrobial and anticancer activity.","A novel lichen-derived actinobacterium, designated Pm04-4<sup>T</sup>, was isolated from <i>Pyxine cocoes</i> (Sw.) Nyl. lichen collected from Chaiyaphum, Thailand. A polyphasic approach was used to describe the taxonomic position of the strain. The strain had morphological and chemotaxonomic properties similar to members of the genus <i>Actinoplanes</i>. It produced sporangia on the substrate mycelia. <i>Meso</i>-diaminopimelic acid, galactose, glucose and mannose were detected in the whole-cell hydrolysate of the strain. The major menaquinone was MK-9(H<sub>4</sub>). The polar lipids were phosphatidylethanolamine, phosphatidylglycerol, diphosphatidylglycerol, phosphatidylinositol and phosphatidylinositol mannoside. The predominant cellular fatty acids were iso-C<sub>15:0</sub>, anteiso-C<sub>15:0</sub>, iso-C<sub>16:0</sub> and anteiso-C<sub>17:0</sub>. Strain Pm04-4<sup>T</sup> showed the highest 16S rRNA gene sequence similarity to <i>Actinoplanes akusuensis</i> TRM 8003<sup>T</sup> (99.0%). In the phylogenomic tree, strain Pm04-4<sup>T</sup> was positioned close to <i>A. aksuensis</i> TRM88003<sup>T</sup>, <i>A. maris</i> M416<sup>T</sup>, <i>A. polyasparticus</i> TRM66264<sup>T</sup>, <i>A. hotanensis</i> TRM88002<sup>T</sup>, <i>A. abujensis</i> DSM 45518<sup>T</sup>, <i>A. bogorensis</i> NBRC 110975<sup>T</sup>, <i>A. brasiliensis</i> DSM 43805<sup>T</sup>, <i>A. lichenicola</i> LDG1-01<sup>T</sup> and <i>A. ovalisporus</i> LDG1-06<sup>T</sup>. The average nucleotide identity and digital DNA-DNA hybridization values between strain Pm04-4<sup>T</sup> and its closely related neighbours were below the threshold values for describing new species. Moreover, the strain could be distinguished from its closely related type strains by phenotypic properties. Based on genotypic and phenotypic evidence, it can be concluded that strain Pm04-4<sup>T</sup> is a representative of a new <i>Actinoplanes</i> species for which the name <i>Actinoplanes pyxinae</i> sp. nov. is proposed. The type strain is Pm04-4<sup>T</sup> (=TBRC 16207<sup>T</sup>=NBRC 115836<sup>T</sup>). The type strain exhibited activity against <i>Staphylococcus aureus</i> ATCC 25923 as well as four yeast strains, namely <i>Candida albicans</i> TISTR 5554, <i>Candida glabrata</i> TISTR 5006, <i>Candida krusei</i> TISTR 5351 and <i>Candida parapsilosis</i> TISTR 5007. It also showed cytotoxicity against Caco-2, MNT-1 and MCF-7 cancer cells.",38180333
"""lichen"" AND ""gene""",Genome sequencing and molecular networking analysis of the wild fungus Anthostomella pinea reveal its ability to produce a diverse range of secondary metabolites.,"Filamentous fungi are prolific producers of bioactive molecules and enzymes with important applications in industry. Yet, the vast majority of fungal species remain undiscovered or uncharacterized. Here we focus our attention to a wild fungal isolate that we identified as Anthostomella pinea. The fungus belongs to a complex polyphyletic genus in the family of Xylariaceae, which is known to comprise endophytic and pathogenic fungi that produce a plethora of interesting secondary metabolites. Despite that, Anthostomella is largely understudied and only two species have been fully sequenced and characterized at a genomic level. In this work, we used long-read sequencing to obtain the complete 53.7Mb genome sequence including the full mitochondrial DNA. We performed extensive structural and functional annotation of coding sequences, including genes encoding enzymes with potential applications in biotechnology. Among others, we found that the genome of A. pinea encodes 91 biosynthetic gene clusters, more than 600 CAZymes, and 164 P450s. Furthermore, untargeted metabolomics and molecular networking analysis of the cultivation extracts revealed a rich secondary metabolism, and in particular an abundance of sesquiterpenoids and sesquiterpene lactones. We also identified the polyketide antibiotic xanthoepocin, to which we attribute the anti-Gram-positive effect of the extracts that we observed in antibacterial plate assays. Taken together, our results provide a first glimpse into the potential of Anthstomella pinea to provide new bioactive molecules and biocatalysts and will facilitate future research into these valuable metabolites.",38172933
"""lichen"" AND ""gene""",Circadian clock- and temperature-associated genes contribute to overall genomic differentiation along elevation in lichenized fungi.,"Circadian regulation is linked to local environmental adaptation, and many species with broad climatic niches display variation in circadian genes. Here, we hypothesize that lichenizing fungi occupying different climate zones tune their metabolism to local environmental conditions with the help of their circadian systems. We study two species of the genus Umbilicaria occupying similar climatic niches (Mediterranean and the cold temperate) in different continents. Using homology to Neurospora crassa genes, we identify gene sets associated with circadian rhythms (11 core, 39 peripheral genes) as well as temperature response (37 genes). Nucleotide diversity of these genes is significantly correlated with mean annual temperature, minimum temperature of the coldest month and mean temperature of the coldest quarter. Furthermore, we identify altitudinal clines in allele frequencies in several non-synonymous substitutions in core clock components, for example, white collar-like, frh-like and various ccg-like genes. A dN/dS approach revealed a few significant peripheral clock- and temperature-associated genes (e.g. ras-1-like, gna-1-like) that may play a role in fine-tuning the circadian clock and temperature-response machinery. An analysis of allele frequency changes demonstrated the strongest evidence for differentiation above the genomic background in the clock-associated genes in U.pustulata. These results highlight the likely relevance of the circadian clock in environmental adaptation, particularly frost tolerance, of lichens. Whether or not the fungal clock modulates the symbiotic interaction within the lichen consortium remains to be investigated. We corroborate the finding of genetic variation in clock components along altitude-not only latitude-as has been reported in other species.",38146927
"""lichen"" AND ""gene""","Reference-Based Restriction-Site-Associated DNA Sequencing Data Are Useful for Species Delineation in a Recently Diverged Asexually Reproducing Species Complex (Parmeliaceae, Ascomycota).","Cryptic species are common in lichen-forming fungi and have been reported from different genera in the most speciose family, Parmeliaceae. Herein, we address species delimitation in a group of mainly asexually reproducing <i>Parmelina</i> species. The morphologically distinct <i>P. pastillifera</i> was previously found nested within a morphologically circumscribed <i>P. tiliacea</i> based on several loci. However, these studies demonstrated a relatively high genetic diversity within <i>P. tiliacea</i> sensu lato. Here, we revisit the species delimitation in the group by analyzing single-nucleotide polymorphisms (SNPs) through genome-wide assessment using Restriction-Site-Associated sequencing and population genomic methods. Our data support previous studies and provide further insight into the phylogenetic relationships of the four clades found within the complex. Based on the evidence suggesting a lack of gene flow among the clades, we recognize the four clades as distinct species, <i>P. pastillifera</i> and <i>P. tiliacea</i> sensu stricto, and two new species, <i>P. clandestina</i> sp. nov. and <i>P. mediterranea</i> sp. nov.",38132781
"""lichen"" AND ""gene""",Phylogenetic and functional analyses of <i>N</i><sup>6</sup>-methyladenosine RNA methylation factors in the wheat scab fungus <i>Fusarium graminearum</i>.,"In eukaryotes, <i>N</i><sup>6</sup>-methyladenosine (m<sup>6</sup>A) RNA modification plays a crucial role in governing the fate of RNA molecules and has been linked to various developmental processes. However, the phyletic distribution and functions of genetic factors responsible for m<sup>6</sup>A modification remain largely unexplored in fungi. To get insights into the evolution of m<sup>6</sup>A machineries, we reconstructed global phylogenies of potential m<sup>6</sup>A writers, readers, and erasers in fungi. Substantial copy number variations were observed, ranging from up to five m<sup>6</sup>A writers in early-diverging fungi to a single copy in the subphylum Pezizomycotina, which primarily comprises filamentous fungi. To characterize m<sup>6</sup>A factors in a phytopathogenic fungus <i>Fusarium graminearum</i>, we generated knockout mutants lacking potential m<sup>6</sup>A factors including the sole m<sup>6</sup>A writer <i>MTA1</i>. However, the resulting knockouts did not exhibit any noticeable phenotypic changes during vegetative and sexual growth stages. As obtaining a homozygous knockout lacking <i>MTA1</i> was likely hindered by its essential role, we generated <i>MTA1</i>-overexpressing strains (<i>MTA1</i>-OE). The <i>MTA1</i>-OE5 strain showed delayed conidial germination and reduced hyphal branching, suggesting its involvement during vegetative growth. Consistent with these findings, the expression levels of <i>MTA1</i> and a potential m<sup>6</sup>A reader <i>YTH1</i> were dramatically induced in germinating conidia, followed by the expression of potential m<sup>6</sup>A erasers at later vegetative stages. Several genes including transcription factors, transporters, and various enzymes were found to be significantly upregulated and downregulated in the <i>MTA1</i>-OE5 strain. Overall, our study highlights the functional importance of the m<sup>6</sup>A methylation during conidial germination in <i>F. graminearum</i> and provides a foundation for future investigations into m<sup>6</sup>A modification sites in filamentous fungi.IMPORTANCE<i>N</i><sup>6</sup>-methyladenosine (m<sup>6</sup>A) RNA methylation is a reversible posttranscriptional modification that regulates RNA function and plays a crucial role in diverse developmental processes. This study addresses the knowledge gap regarding phyletic distribution and functions of m<sup>6</sup>A factors in fungi. The identification of copy number variations among fungal groups enriches our knowledge regarding the evolution of m<sup>6</sup>A machinery in fungi. Functional characterization of m<sup>6</sup>A factors in a phytopathogenic filamentous fungus <i>Fusarium graminearum</i> provides insights into the essential role of the m<sup>6</sup>A writer <i>MTA1</i> in conidial germination and hyphal branching. The observed effects of overexpressing <i>MTA1</i> on fungal growth and gene expression patterns of m<sup>6</sup>A factors throughout the life cycle of <i>F. graminearum</i> further underscore the importance of m<sup>6</sup>A modification in conidial germination. Overall, this study significantly advances our understanding of m<sup>6</sup>A modification in fungi, paving the way for future research into its roles in filamentous growth and potential applications in disease control.",38085094
"""lichen"" AND ""gene""","Friedelin: Structure, Biosynthesis, Extraction, and Its Potential Health Impact.","Pharmaceutical companies are investigating more source matrices for natural bioactive chemicals. Friedelin (friedelan-3-one) is a pentacyclic triterpene isolated from various plant species from different families as well as mosses and lichen. The fundamental compounds of these friedelane triterpenoids are abundantly found in cork tissues and leaf materials of diverse plant genera such as Celastraceae, Asteraceae, Fabaceae, and Myrtaceae. They possess many pharmacological effects, including anti-inflammatory, antioxidant, anticancer, and antimicrobial activities. Friedelin also has an anti-insect effect and the ability to alter the soil microbial ecology, making it vital to agriculture. Ultrasound, microwave, supercritical fluid, ionic liquid, and acid hydrolysis extract friedelin with reduced environmental impact. Recently, the high demand for friedelin has led to the development of CRISPR/Cas9 technology and gene overexpression plasmids to produce friedelin using genetically engineered yeast. Friedelin with low cytotoxicity to normal cells can be the best phytochemical for the drug of choice. The review summarizes the structural interpretation, biosynthesis, physicochemical properties, quantification, and various forms of pharmacological significance.",38067489
"""lichen"" AND ""gene""",Senescence-associated secretory phenotypes in mesenchymal cells contribute to cytotoxic immune response in oral lichen planus.,"Oral lichen planus is a chronic inflammatory condition that adversely affects the oral mucosa; however, its etiology remains elusive. Consequently, therapeutic interventions for oral lichen planus are limited to symptomatic management. This study provides evidence of the accumulation of senescent mesenchymal cells, CD8+T cells, and natural killer cells in patients with oral lichen planus. We profiled the patients' tissues using the National Center for Biotechnology Information Gene Expression Omnibus database and found that senescence-related genes were upregulated in these tissues by gene set enrichment analysis. Immunohistochemical analysis showed increased senescent mesenchymal cells in the subepithelial layer of patients with oral lichen planus. Single-cell RNA-seq data retrieved from the Gene Expression Omnibus database of patients with oral lichen planus revealed that mesenchymal cells were marked by the upregulation of senescence-related genes. Cell-cell communication analysis using CellChat showed that senescent mesenchymal cells significantly influenced CD8+T cells and natural killer cells via CXCL12-CXCR4 signaling, which is known to activate and recruit CD8+T cells and NK cells. Finally, in vitro assays demonstrated that the secretion of senescence-associated factors from mesenchymal cells stimulated the activation of T cells and natural killer cells and promoted epithelial cell senescence and cytotoxicity. These findings suggest that the accumulation of mesenchymal cells with senescence-associated secretory phenotype may be a key driver of oral lichen planus pathogenesis.",38053160
"""lichen"" AND ""gene""","Diversity of bacteria associated with lichens in Mt. Yunmeng in Beijing, China.","Lichens host highly complex and diverse microbial communities, which may perform essential functions in these symbiotic micro-ecosystems. In this research, sequencing of 16S rRNA was used to investigate the bacterial communities associated with lichens of two growth forms (foliose and crustose). Results showed that Pseudomonadota, Actinomycetota and Acidobacteriota were dominant phyla in both types of lichens, while Acetobacterales and Hyphomicrobiales were the dominant orders. Alpha diversity index showed that the richness of bacteria hosted by foliose lichens was significantly higher than that hosted by crustose ones. Principal co-ordinates analysis showed a significant difference between beta diversity of the foliose lichen-associated bacterial communities and those of crustose lichen-associated ones. Gene function prediction showed most functions, annotated by the lichen-associated bacteria, to be related to metabolism, suggesting that related bacteria may provide nutrients to their hosts. Generally, our results propose that microbial communities play important roles in fixing nitrogen, providing nutrients, and controlling harmful microorganisms, and are therefore an integral and indispensable part of lichens.",38025692
"""lichen"" AND ""gene""",The oncogenic role of NOTCH1 as biomarker in oral squamous cell carcinoma and oral lichen planus.,"Oral squamous cell carcinoma (OSCC) is the most common type of oral cancer with heterogeneous molecular pathogenesis. Oral lichen planus (OLP) is demonstrated potentially can transfer to OSCC malignant lesions. Unfortunately, there are no definitive prognostic and predictive biomarkers for the clinical management of OSCC patients. The present research is the first study that compared an oral premalignant lesion such as OLP to malignant lesions like OSCC for NOTCH1 expression levels to better understand its oncogenic or tumor suppressive role. In this cross-sectional study, mRNA expression of NOTCH1 was evaluated by quantitative polymerase chain reaction in 65 tissue-embedded Paraffin-Block samples, including 32 OSCC and 33 OLP. Furthermore, we collected demographic information and pathological data, including tumor stage and grade. The association between NOTCH1 and GAPDH gene expressions was determined by Chi-squared, Spearman, and Mann-Whitney tests. A <i>P</i> < 0.05 was considered statistically significant for all statistical analyses. Comparison of OSCC and OLP groups showed a statistically significant difference between the quantitative expression of the NOTCH1 gene (<i>P</i> < 0.001). Qualitative gene expression was divided into low expression and high expression. Both study groups demonstrated a statistically significant gene expression difference (<i>P</i> < 0.001). There was a statistically significant difference between age and NOTCH1 expression in the OLP group (<i>P</i> = 0.036). There was no correlation between NOTCH1 expression and age, gender, tumor grade, and stage. Since the OSCC is a malignant lesion and the OLP showed the possible nature of malignancy transformation, we can consider the NOTCH1 as a biomarker for the assessment of the tumorigenesis process with a definition of a standard threshold for potentially malignant lesions and malignant OSCC tumors.",38020255
"""lichen"" AND ""gene""",Non-Coding RNAs as Potential Targets for Diagnosis and Treatment of Oral Lichen Planus: A Narrative Review.,"Oral lichen planus (OLP) is a chronic inflammatory disease that is characterized by the infiltration of T cells into the oral mucosa, causing the apoptosis of basal keratinocytes. OLP is a multifactorial disease of unknown etiology and is not solely caused by the malfunction of a single key gene but rather by various intracellular and extracellular factors. Non-coding RNAs play a critical role in immunological homeostasis and inflammatory response and are found in all cell types and bodily fluids, and their expression is closely regulated to preserve normal physiologies. The dysregulation of non-coding RNAs may be highly implicated in the onset and progression of diverse inflammatory disorders, including OLP. This narrative review summarizes the role of non-coding RNAs in molecular and cellular changes in the oral epithelium during OLP pathogenesis.",38002328
